ID,TEXT
39,"the institute has the following attributions i. watch and verify compliance with the provisions contained in this law, in the the scope of its jurisdiction, with the exceptions provided for by the legislation ii. interpret the administrative scope of this law iii. provide technical support to those responsible who request it, for compliance of the obligations laid down in this law iv. issue the criteria and recommendations, in accordance with the provisions applicable to this act, for the purpose of its operation and operation v. disclosing international standards and best practices in the field of security information, in the light of the nature of the data the purposes of processing, and the technical and economic capabilities of the controller vi. know and resolve the rights and verification protection procedures identified in this law and impose sanctions as appropriate vii. cooperating with other supervisory authorities and national bodies and international, for the purpose of contributing to data protection viii. give the union congress an annual report on its activities ix. accuse to international forums in the scope of this law x. develop privacy impact studies prior to the implementation of a new mode of processing of personal data or substantial modifications to existing treatments xi. develop, encourage and disseminate analyses, studies and research on protection of personal data in possession of the particular and provide training to the required subjects, and xii. the others who trust this law and other applicable ordinances."
39(I),"watch and verify compliance with the provisions contained in this law, in the the scope of its jurisdiction, with the exceptions provided for by the legislation"
39(II),interpret the administrative scope of this law
39(III),"provide technical support to those responsible who request it, for compliance of the obligations laid down in this law"
39(IV),"issue the criteria and recommendations, in accordance with the provisions applicable to this act, for the purpose of its operation and operation"
39(V),"disclosing international standards and best practices in the field of security information, in the light of the nature of the data the purposes of processing, and the technical and economic capabilities of the controller"
39(VI),know and resolve the rights and verification protection procedures identified in this law and impose sanctions as appropriate
39(VII),"cooperating with other supervisory authorities and national bodies and international, for the purpose of contributing to data protection"
39(VIII),give the union congress an annual report on its activities
39(IX),accuse to international forums in the scope of this law
39(X),develop privacy impact studies prior to the implementation of a new mode of processing of personal data or substantial modifications to existing treatments
39(XI),"develop, encourage and disseminate analyses, studies and research on protection of personal data in possession of the particular and provide training to the required subjects, and"
39(XII),the others who trust this law and other applicable ordinances.
40,"this law will constitute the normative framework that the dependencies will have to observe, in the field of their own attributions, for the issuance of the appropriate regulation, with the help of the institute."
41,"the secretariat, for the purposes of this law, will have the function of disseminating knowledge of the obligations regarding the protection of personal data between national and international private initiative with commercial activity in mexican territory it will promote the best commercial practices around the protection of personal data as input of the digital economy, and economic development national as a whole."
42,"as regards trading databases, the regulation issued by the secretariat will only apply to those databases. automated or part of an automation process."
43,"the secretariat has the following attributions i. spread knowledge about the protection of personal data in the field commercial ii. promoting good business practices in data protection personal iii. issue the corresponding guidelines for the content and scope of the notices privacy in collaboration with the institute, as referred to in this law iv. issue, in the field of its competence, the administrative provisions of a character article 40, in conjunction with the institute, as referred to in article 40"
44,"natural or moral persons may agree with each other or with civil or governmental organizations, national or foreign, a binding self-regulation in the field, supplementing the provisions of this law. such schemes shall contain mechanisms to measure their effectiveness in the protection of data, consequences and effective corrective measures in the event of non-compliance. self-regulation schemes may be translated into deontological codes or good professional practice, trusted seals or other mechanisms and will contain rules or specific standards to harmonise the processing of data carried out by the injured and to facilitate the exercise of rightholders rights. such schemes shall be notified simultaneously to the relevant sectoral authorities and to the institute."
45,"the procedure will be initiated at the instance of the data holder or his legal representative, clearly expressing the content of your claim and of the provisions of this law which are considered to be infringed. the application for data protection shall be submitted to the institute within 15 days of the date on which the reply to the holder is communicated by the person responsible. in the event that the data holder receives no response from the data controller, the data protection application may be submitted from the time that the data holder is responsible. expired the deadline for the response expected for the person responsible. in this case, the holder of the data shall be sufficient to accompany his application for data protection with the document proving the date on which he submitted the application for access, rectification, cancellation or opposition. the data protection application will also proceed on the same terms when the person responsible does not give the holder the requested personal data or incomprehensible format, refusal to make modifications or corrections to the personal data, the holder is not in compliance with the information submitted by considering that it is incomplete or does not correspond to the required information. received the request for data protection before the institute, will be transferred from the same to the responsible one, so that, within fifteen days, issue answer, offer the evidence which it considers relevant and in writing what is appropriate to its right. the institute will admit the evidence it deems relevant and will proceed to its deahogo. it may also request the other evidence it deems necessary from the person responsible. upon completion of the test, the institute shall notify the person responsible of the right to assist him, so that, if necessary, he shall present his pleadings within five days of his notification. for the due process of the procedure, the institute will decide on the request for data protection, once the tests and other elements of the procedure have been analyzed. conviction that you consider relevant, such as those arising from the hearing or hearings held with the parties. the law regulation will establish the form, terms, and deadlines under which the rights protection procedure will be developed."
46,"the request for data protection may be filed in writing, free or through the formats, of the electronic system that the effect provides the institute and shall contain the following information i. the name of the holder or, if applicable, that of his legal representative, as well as of the third party interested, if any ii. the name of the controller to whom the request for access was submitted, rectification, cancellation or opposition of personal data iii. home to hear and receive notifications iv. the date on which the responsable s response was released, except that the the procedure starts on the basis of the provisions of article 50 v. the acts that motivate your data protection request, and vi. all other elements considered to be made from knowledge of the institute. the form and terms in which the identity of the holder is to be credited or the legal representation will be established in the regulation. the application for data protection must also be accompanied by the request and the response that is used or, where appropriate, the data that permit identification. in the case of non-response it will only be necessary to submit the application. in the event that the request for data protection is filed through means other than electronic means, sufficient transfer copies must be accompanied."
47,"the maximum time limit for issuing the resolution in the rights protection procedure shall be fifty days, counted from the date of submission of the data protection application. where there is a justified cause, the institute s plenary session may extend for once and for a period equal to this period."
48,"if the rights protection resolution is favorable to the data holder, the person responsible will be required to do so within ten years. a days following the notification, or where justified, a greater than the resolution itself, makes the exercise of the rights under protection effective, and must give a written account of such compliance to the institute within the next ten days."
49,"in case the data protection application does not satisfy any of the requirements referred to in article 46 of this law, and the institute does not it shall contain elements to be remedied, the holder of the data shall be prevented within 20 working days following the submission of the application for data protection, on a single occasion, to remedy the omissions within a period of time. five days. after the deadline, the application for data protection shall not be submitted for the prevention of the prevention. prevention will have the effect of disrupting the time limit the institute has to resolve the data protection request."
50,"the institute will supply the deficiencies of the complaint in the cases that are required, as long as it does not alter the original content of the application access, rectification, cancellation or opposition of personal data, or any modification of the facts or requests displayed in the same or in the application for data protection."
51,"the institute s resolutions may i. overwrite or discard the data protection request for improper, or ii. confirm, revoke, or modify the responsable response."
52,"the data protection request will be discarded by improper when i. the institute is not competent ii. the institute has previously known about the data protection request against the same act and ultimately resolved with respect to the same appellant iii. any resource or means of defence is being dealt with the competent courts filed by the holder who may have the effect of modifying or revoking the respective act iv. this is an offensive or irrational data protection request, or v. be extemporanea."
53,"the data protection request will be dismissed when i. the holder dies ii. the headline is displayed in an express way iii. admitted to the request for data protection, over a causal origin, and iv. for any reason, the same is not the case."
54,"the institute may at any time in the procedure seek a reconciliation between the data holder and the person responsible. a reconciliation agreement between the two parties will be entered in writing and will have binding effects. the application for data protection shall be without matter and the institute shall verify compliance with the respective agreement. for the purposes of the reconciliation referred to in this order, the procedure laid down in the rules of procedure of this law shall be followed."
55,"the request for data protection is filed in response to the lack of response to an application for access rights, rectification, cancellation or opposition on the part of the person responsible, the institute shall give a view to the responsible person so that, within a period of not more than ten days, heshe can prove to have responded in time and form the request, or in response to it. in case the response to the request is made, the data protection application shall be deemed inappropriate and the institute shall be required to terminate it. in the second case, the institute will issue its resolution based on the content of the original application and the answer of the person responsible referred to in the preceding paragraph. if the resolution of the institute referred to in the preceding paragraph determines the origin of the application, the person responsible shall carry out its compliance, at no cost for the holder, the person responsible must cover all costs generated by the corresponding reproduction."
56,"against the resolutions of the institute, individuals may promote the judgment of nullity before the federal court of justice and administrative."
57,"all the institute s resolutions will be liable to be publicly disseminated in public versions, eliminating those references to the holder of the data that identifies or makes it identifiable."
58,"holders who consider that they have suffered damage or injury to their property or rights as a result of non-compliance with the provisions of the this law shall be applicable to the person responsible or the person in charge, who may exercise the rights that they deem relevant for the purposes of the compensation as appropriate, in terms of the corresponding legal provisions."
59,the institute shall verify the compliance with this law and the regulations governing it. the verification may be initiated on its own initiative or at the request of a party. the ex officio verification shall proceed when the non-compliance with decisions given in respect of the rights protection procedures referred to in the previous chapter or the existence of violations of this law is presumed and founded.
60,"in the verification procedure the institute will have access to the information and documentation it deems necessary, according to the resolution is motivated. federal public servants will be required to keep confidentiality about the information they know derived from the corresponding verification. the regulation shall develop the form, terms and time-limits in which the procedure referred to in this article shall be substantiated."
61,"if, for the purposes of the procedure for the protection of rights or the verification procedure carried out by the institute, the latter has knowledge of an alleged breach of any of the principles or provisions of this law, shall initiate the procedure referred to in this chapter, in order to determine the appropriate sanction."
62,"the procedure for imposing sanctions will begin with the notification made by the institute to the alleged infringer, on the facts that they have prompted the initiation of the procedure and will give him a 15-day term to give evidence and express in writing what is right. in the event of failure to surrender, the institute shall settle in accordance with the elements of conviction available to it. the institute will admit the evidence it deems relevant and will proceed to its deahogo. it may also request the alleged infringer for any other evidence it deems necessary. upon completion of the test, the institute shall notify the alleged infringer of the right to assist him, so that, if necessary, he shall present his pleadings within five days of his notification. the institute, once the tests and other elements of conviction it considers relevant, will be definitively resolved within fifty days of the the date on which the sanctioning procedure was initiated. such a decision shall be notified to the parties. where there is a justified cause, the institute s plenary session may extend for once and for an equal period of time. the regulation will develop the form, terms and timing of the procedure for imposing sanctions, including the submission of evidence and allegations, the holding hearings and closing the instruction."
63,"they constitute violations of this law, the following conduct carried out by the person responsible i. do not comply with the holder s request for access, rectification, cancellation or opposition to the processing of your personal data, without reason, in the terms provided for in this law ii. act with negligence or intent in the processing and response of requests for access, rectification, cancellation or opposition of personal data iii. declare the non-existence of personal data in full, in whole or in part, in the data bases of the person responsible iv. to give treatment to personal data in contravention of the principles set out in this law v. omit in the privacy notice, any or all of the items referred to in article 16 of this act vi. to maintain inaccurate personal data when it is attributable to the person responsible, or not to make the corrections or cancellations of the same as legally applicable when the rights of the holders are affected"
64,"violations of this law shall be sanctioned by the institute with i. the warning for the person responsible to carry out the acts requested by the holder, in the terms provided for by this law, in the case of the assumptions provided for in the section i of the previous article ii. fine of 100 to 160,000 days of minimum wage in force in the federal district, in the cases provided for in fractions ii to vii of the previous article iii. fine of 200 to 320,000 days of minimum wage in force in the federal district, in the cases provided for in fractions viii to xviii of the previous article, and iv. in case the violations cited in previous incisations persist, an additional fine will be imposed, ranging from 100 to 320,000 days of minimum wage in force in the federal district. in the case of infringements committed in the processing of sensitive data, the penalties may be increased by up to twice the amounts established."
65,"the institute will establish and motivate its resolutions, considering i. the nature of the data ii. the notorious refusal of the person responsible, to carry out the acts requested by the holder, in terms of this law iii. the intentional or otherwise intentional nature of the action or omission constituting the infringement iv. the economic capacity of the person responsible, and v. the recidivism."
66,the penalties provided for in this chapter shall be imposed without prejudice to the resulting civil or criminal liability.
67,"months to three years of imprisonment will be imposed on you who are authorized to treat personal data, for profit, cause a violation security to the databases in their custody."
68,"it shall be punishable by imprisonment of six months to five years to which, in order to achieve undue profit, he shall treat personal data by deception, taking advantage of the error in which the holder or the person authorised to transmit them is located."
69,"dealing with sensitive personal data, the penalties referred to in this chapter will be doubled. transient first this decree shall enter into force on the day following that of its publication in the official journal of the federation. second the federal executive will issue this act s rules of procedure within the year following its entry into force. third the persons responsible shall designate the person or department of personal data referred to in article 30 of the law and issue their privacy notices to the holders of personal data in accordance with articles 16 and 17 at the latest one year after the entry into force of this law. fourth the rightholders may exercise their rights of access, rectification, cancellation and opposition under chapter iv of the law to those responsible as well as to initiate, where appropriate, the procedure for the protection of rights set out in chapter vii thereof, eighteen months after the entry into force of the law. quinto in compliance with the provisions of the third transitional article of the decree by which the xxix-o fraction is added to article 73 of the constitution policy of the united mexican states, published in the official journal of the federation on 30 april 2009, the local provisions on the protection of personal data in the possession of individuals are opened, and the others are repealed. provisions that are contrary to this law. sixth references that prior to the entry into force of this decree are made in the laws, treaties and international agreements, regulations and other orders to the federal institute for access to public information, in the future, will be understood as references to the federal institute for access to information and protection of personal data. seventh the actions that, in compliance with the provisions of the federal law on the protection of personal data in the possession of the particulars, must be carried out to the federal executive, will be subject to the approved budgets of the corresponding institutions and the provisions of the federal law of budget and accountability. eighth the federation budget for fiscal year 2011 will consider items sufficient for the proper functioning of the institute federal access to information and data protection in the areas of this law."
