ID,TEXT
13,"1. member states may adopt legislative measures to restrict the scope of the obligations and rights provided for in articles 6 1 , 10, 11 1 , 12 and 21 when such a restriction constitutes a necessary measures to safeguard a national security b defence c public security d the prevention, investigation, detection and prosecution of criminal offences, or of breaches of ethics for regulated professions e an important economic or financial interest of a member state or of the european union, including monetary, budgetary and taxation matters f a monitoring, inspection or regulatory function connected, even occasionally, with the exercise of official authority in cases referred to in c , d and e g the protection of the data subject or of the rights and freedoms of others. 2. subject to adequate legal safeguards, in particular that the data are not used for taking measures or decisions regarding any particular individual, member states may, where there is clearly no risk of breaching the privacy of the data subject, restrict by a legislative measure the rights provided for in article 12 when data are processed solely for purposes of scientific research or are kept in personal form for a period which does not exceed the period necessary for the sole purpose of creating statistics."
14,"member states shall grant the data subject the right a at least in the cases referred to in article 7 e and f , to object at any time on compelling legitimate grounds relating to his particular situation to the processing of data relating to him, save where otherwise provided by national legislation. where there is a justified objection, the processing instigated by the controller may no longer involve those data b to object, on request and free of charge, to the processing of personal data relating to him which the controller anticipates being processed for the purposes of direct marketing, or to be informed before personal data are disclosed for the first time to third parties or used on their behalf for the purposes of direct marketing, and to be expressly offered the right to object free of charge to such disclosures or uses. member states shall take the necessary measures to ensure that data subjects are aware of the existence of the right referred to in the first subparagraph of b ."
15,"1. member states shall grant the right to every person not to be subject to a decision which produces legal effects concerning him or significantly affects him and which is based solely on automated processing of data intended to evaluate certain personal aspects relating to him, such as his performance at work, creditworthiness, reliability, conduct, etc. 2. subject to the other articles of this directive, member states shall provide that a person may be subjected to a decision of the kind referred to in paragraph 1 if that decision a is taken in the course of the entering into or performance of a contract, provided the request for the entering into or the performance of the contract, lodged by the data subject, has been satisfied or that there are suitable measures to safeguard his legitimate interests, such as arrangements allowing him to put his point of view or b is authorized by a law which also lays down measures to safeguard the data subject s legitimate interests."
16,"any person acting under the authority of the controller or of the processor, including the processor himself, who has access to personal data must not process them except on instructions from the controller, unless he is required to do so by law."
17,"1. member states shall provide that the controller must implement appropriate technical and organizational measures to protect personal data against accidental or unlawful destruction or accidental loss, alteration, unauthorized disclosure or access, in particular where the processing involves the transmission of data over a network, and against all other unlawful forms of processing. having regard to the state of the art and the cost of their implementation, such measures shall ensure a level of security appropriate to the risks represented by the processing and the nature of the data to be protected. 2. the member states shall provide that the controller must, where processing is carried out on his behalf, choose a processor providing sufficient guarantees in respect of the technical security measures and organizational measures governing the processing to be carried out, and must ensure compliance with those measures. 3. the carrying out of processing by way of a processor must be governed by a contract or legal act binding the processor to the controller and stipulating in particular that - the processor shall act only on instructions from the controller, - the obligations set out in paragraph 1, as defined by the law of the member state in which the processor is established, shall also be incumbent on the processor. 4. for the purposes of keeping proof, the parts of the contract or the legal act relating to data protection and the requirements relating to the measures referred to in paragraph 1 shall be in writing or in another equivalent form."
17(1),"member states shall provide that the controller must implement appropriate technical and organizational measures to protect personal data against accidental or unlawful destruction or accidental loss, alteration, unauthorized disclosure or access, in particular where the processing involves the transmission of data over a network, and against all other unlawful forms of processing. having regard to the state of the art and the cost of their implementation, such measures shall ensure a level of security appropriate to the risks represented by the processing and the nature of the data to be protected."
17(2),"the member states shall provide that the controller must, where processing is carried out on his behalf, choose a processor providing sufficient guarantees in respect of the technical security measures and organizational measures governing the processing to be carried out, and must ensure compliance with those measures."
17(3),"the carrying out of processing by way of a processor must be governed by a contract or legal act binding the processor to the controller and stipulating in particular that - the processor shall act only on instructions from the controller, - the obligations set out in paragraph 1, as defined by the law of the member state in which the processor is established, shall also be incumbent on the processor."
17(4),"for the purposes of keeping proof, the parts of the contract or the legal act relating to data protection and the requirements relating to the measures referred to in paragraph 1 shall be in writing or in another equivalent form."
18,"1. member states shall provide that the controller or his representative, if any, must notify the supervisory authority referred to in article 28 before carrying out any wholly or partly automatic processing operation or set of such operations intended to serve a single purpose or several related purposes. 2. member states may provide for the simplification of or exemption from notification only in the following cases and under the following conditions - where, for categories of processing operations which are unlikely, taking account of the data to be processed, to affect adversely the rights and freedoms of data subjects, they specify the purposes of the processing, the data or categories of data undergoing processing, the category or categories of data subject, the recipients or categories of recipient to whom the data are to be disclosed and the length of time the data are to be stored, and or - where the controller, in compliance with the national law which governs him, appoints a personal data protection official, responsible in particular - for ensuring in an independent manner the internal application of the national provisions taken pursuant to this directive - for keeping the register of processing operations carried out by the controller, containing the items of information referred to in article 21 2 , thereby ensuring that the rights and freedoms of the data subjects are unlikely to be adversely affected by the processing operations. 3. member states may provide that paragraph 1 does not apply to processing whose sole purpose is the keeping of a register which according to laws or regulations is intended to provide information to the public and which is open to consultation either by the public in general or by any person demonstrating a legitimate interest. 4. member states may provide for an exemption from the obligation to notify or a simplification of the notification in the case of processing operations referred to in article 8 2 d . 5. member states may stipulate that certain or all non-automatic processing operations involving personal data shall be notified, or provide for these processing operations to be subject to simplified notification."
19,"1. member states shall specify the information to be given in the notification. it shall include at least a the name and address of the controller and of his representative, if any b the purpose or purposes of the processing c a description of the category or categories of data subject and of the data or categories of data relating to them d the recipients or categories of recipient to whom the data might be disclosed e proposed transfers of data to third countries f a general description allowing a preliminary assessment to be made of the appropriateness of the measures taken pursuant to article 17 to ensure security of processing. 2. member states shall specify the procedures under which any change affecting the information referred to in paragraph 1 must be notified to the supervisory authority."
20,"1. member states shall determine the processing operations likely to present specific risks to the rights and freedoms of data subjects and shall check that these processing operations are examined prior to the start thereof. 2. such prior checks shall be carried out by the supervisory authority following receipt of a notification from the controller or by the data protection official, who, in cases of doubt, must consult the supervisory authority. 3. member states may also carry out such checks in the context of preparation either of a measure of the national parliament or of a measure based on such a legislative measure, which define the nature of the processing and lay down appropriate safeguards."
21,"1. member states shall take measures to ensure that processing operations are publicized. 2. member states shall provide that a register of processing operations notified in accordance with article 18 shall be kept by the supervisory authority. the register shall contain at least the information listed in article 19 1 a to e . the register may be inspected by any person. 3. member states shall provide, in relation to processing operations not subject to notification, that controllers or another body appointed by the member states make available at least the information referred to in article 19 1 a to e in an appropriate form to any person on request. member states may provide that this provision does not apply to processing whose sole purpose is the keeping of a register which according to laws or regulations is intended to provide information to the public and which is open to consultation either by the public in general or by any person who can provide proof of a legitimate interest."
22,"without prejudice to any administrative remedy for which provision may be made, inter alia before the supervisory authority referred to in article 28, prior to referral to the judicial authority, member states shall provide for the right of every person to a judicial remedy for any breach of the rights guaranteed him by the national law applicable to the processing in question."
23,"1. member states shall provide that any person who has suffered damage as a result of an unlawful processing operation or of any act incompatible with the national provisions adopted pursuant to this directive is entitled to receive compensation from the controller for the damage suffered. 2. the controller may be exempted from this liability, in whole or in part, if he proves that he is not responsible for the event giving rise to the damage."
24,the member states shall adopt suitable measures to ensure the full implementation of the provisions of this directive and shall in particular lay down the sanctions to be imposed in case of infringement of the provisions adopted pursuant to this directive.
25,"1. the member states shall provide that the transfer to a third country of personal data which are undergoing processing or are intended for processing after transfer may take place only if, without prejudice to compliance with the national provisions adopted pursuant to the other provisions of this directive, the third country in question ensures an adequate level of protection. 2. the adequacy of the level of protection afforded by a third country shall be assessed in the light of all the circumstances surrounding a data transfer operation or set of data transfer operations particular consideration shall be given to the nature of the data, the purpose and duration of the proposed processing operation or operations, the country of origin and country of final destination, the rules of law, both general and sectoral, in force in the third country in question and the professional rules and security measures which are complied with in that country. 3. the member states and the commission shall inform each other of cases where they consider that a third country does not ensure an adequate level of protection within the meaning of paragraph 2. 4. where the commission finds, under the procedure provided for in article 31 2 , that a third country does not ensure an adequate level of protection within the meaning of paragraph 2 of this article, member states shall take the measures necessary to prevent any transfer of data of the same type to the third country in question. 5. at the appropriate time, the commission shall enter into negotiations with a view to remedying the situation resulting from the finding made pursuant to paragraph 4. 6. the commission may find, in accordance with the procedure referred to in article 31 2 , that a third country ensures an adequate level of protection within the meaning of paragraph 2 of this article, by reason of its domestic law or of the international commitments it has entered into, particularly upon conclusion of the negotiations referred to in paragraph 5, for the protection of the private lives and basic freedoms and rights of individuals. member states shall take the measures necessary to comply with the commission s decision."
26,"1. by way of derogation from article 25 and save where otherwise provided by domestic law governing particular cases, member states shall provide that a transfer or a set of transfers of personal data to a third country which does not ensure an adequate level of protection within the meaning of article 25 2 may take place on condition that a the data subject has given his consent unambiguously to the proposed transfer or b the transfer is necessary for the performance of a contract between the data subject and the controller or the implementation of precontractual measures taken in response to the data subject s request or c the transfer is necessary for the conclusion or performance of a contract concluded in the interest of the data subject between the controller and a third party or d the transfer is necessary or legally required on important public interest grounds, or for the establishment, exercise or defence of legal claims or e the transfer is necessary in order to protect the vital interests of the data subject or f the transfer is made from a register which according to laws or regulations is intended to provide information to the public and which is open to consultation either by the public in general or by any person who can demonstrate legitimate interest, to the extent that the conditions laid down in law for consultation are fulfilled in the particular case. 2. without prejudice to paragraph 1, a member state may authorize a transfer or a set of transfers of personal data to a third country which does not ensure an adequate level of protection within the meaning of article 25 2 , where the controller adduces adequate safeguards with respect to the protection of the privacy and fundamental rights and freedoms of individuals and as regards the exercise of the corresponding rights such safeguards may in particular result from appropriate contractual clauses. 3. the member state shall inform the commission and the other member states of the authorizations it grants pursuant to paragraph 2. if a member state or the commission objects on justified grounds involving the protection of the privacy and fundamental rights and freedoms of individuals, the commission shall take appropriate measures in accordance with the procedure laid down in article 31 2 . member states shall take the necessary measures to comply with the commission s decision. 4. where the commission decides, in accordance with the procedure referred to in article 31 2 , that certain standard contractual clauses offer sufficient safeguards as required by paragraph 2, member states shall take the necessary measures to comply with the commission s decision."
27,"1. the member states and the commission shall encourage the drawing up of codes of conduct intended to contribute to the proper implementation of the national provisions adopted by the member states pursuant to this directive, taking account of the specific features of the various sectors. 2. member states shall make provision for trade associations and other bodies representing other categories of controllers which have drawn up draft national codes or which have the intention of amending or extending existing national codes to be able to submit them to the opinion of the national authority. member states shall make provision for this authority to ascertain, among other things, whether the drafts submitted to it are in accordance with the national provisions adopted pursuant to this directive. if it sees fit, the authority shall seek the views of data subjects or their representatives. 3. draft community codes, and amendments or extensions to existing community codes, may be submitted to the working party referred to in article 29. this working party shall determine, among other things, whether the drafts submitted to it are in accordance with the national provisions adopted pursuant to this directive. if it sees fit, the authority shall seek the views of data subjects or their representatives. the commission may ensure appropriate publicity for the codes which have been approved by the working party."
27(1),"the member states and the commission shall encourage the drawing up of codes of conduct intended to contribute to the proper implementation of the national provisions adopted by the member states pursuant to this directive, taking account of the specific features of the various sectors."
27(2),"member states shall make provision for trade associations and other bodies representing other categories of controllers which have drawn up draft national codes or which have the intention of amending or extending existing national codes to be able to submit them to the opinion of the national authority. member states shall make provision for this authority to ascertain, among other things, whether the drafts submitted to it are in accordance with the national provisions adopted pursuant to this directive. if it sees fit, the authority shall seek the views of data subjects or their representatives."
27(3),"draft community codes, and amendments or extensions to existing community codes, may be submitted to the working party referred to in article 29. this working party shall determine, among other things, whether the drafts submitted to it are in accordance with the national provisions adopted pursuant to this directive. if it sees fit, the authority shall seek the views of data subjects or their representatives. the commission may ensure appropriate publicity for the codes which have been approved by the working party."
28,"1. each member state shall provide that one or more public authorities are responsible for monitoring the application within its territory of the provisions adopted by the member states pursuant to this directive. these authorities shall act with complete independence in exercising the functions entrusted to them. 2. each member state shall provide that the supervisory authorities are consulted when drawing up administrative measures or regulations relating to the protection of individuals rights and freedoms with regard to the processing of personal data. 3. each authority shall in particular be endowed with - investigative powers, such as powers of access to data forming the subject-matter of processing operations and powers to collect all the information necessary for the performance of its supervisory duties, - effective powers of intervention, such as, for example, that of delivering opinions before processing operations are carried out, in accordance with article 20, and ensuring appropriate publication of such opinions, of ordering the blocking, erasure or destruction of data, of imposing a temporary or definitive ban on processing, of warning or admonishing the controller, or that of referring the matter to national parliaments or other political institutions, - the power to engage in legal proceedings where the national provisions adopted pursuant to this directive have been violated or to bring these violations to the attention of the judicial authorities. decisions by the supervisory authority which give rise to complaints may be appealed against through the courts. 4. each supervisory authority shall hear claims lodged by any person, or by an association representing that person, concerning the protection of his rights and freedoms in regard to the processing of personal data. the person concerned shall be informed of the outcome of the claim. each supervisory authority shall, in particular, hear claims for checks on the lawfulness of data processing lodged by any person when the national provisions adopted pursuant to article 13 of this directive apply. the person shall at any rate be informed that a check has taken place. 5. each supervisory authority shall draw up a report on its activities at regular intervals. the report shall be made public. 6. each supervisory authority is competent, whatever the national law applicable to the processing in question, to exercise, on the territory of its own member state, the powers conferred on it in accordance with paragraph 3. each authority may be requested to exercise its powers by an authority of another member state. the supervisory authorities shall cooperate with one another to the extent necessary for the performance of their duties, in particular by exchanging all useful information. 7. member states shall provide that the members and staff of the supervisory authority, even after their employment has ended, are to be subject to a duty of professional secrecy with regard to confidential information to which they have access."
29,"1. a working party on the protection of individuals with regard to the processing of personal data, hereinafter referred to as the working party , is hereby set up. it shall have advisory status and act independently. 2. the working party shall be composed of a representative of the supervisory authority or authorities designated by each member state and of a representative of the authority or authorities established for the community institutions and bodies, and of a representative of the commission. each member of the working party shall be designated by the institution, authority or authorities which he represents. where a member state has designated more than one supervisory authority, they shall nominate a joint representative. the same shall apply to the authorities established for community institutions and bodies. 3. the working party shall take decisions by a simple majority of the representatives of the supervisory authorities. 4. the working party shall elect its chairman. the chairman s term of office shall be two years. his appointment shall be renewable. 5. the working party s secretariat shall be provided by the commission. 6. the working party shall adopt its own rules of procedure. 7. the working party shall consider items placed on its agenda by its chairman, either on his own initiative or at the request of a representative of the supervisory authorities or at the commission s request."
30,"1. the working party shall a examine any question covering the application of the national measures adopted under this directive in order to contribute to the uniform application of such measures b give the commission an opinion on the level of protection in the community and in third countries c advise the commission on any proposed amendment of this directive, on any additional or specific measures to safeguard the rights and freedoms of natural persons with regard to the processing of personal data and on any other proposed community measures affecting such rights and freedoms d give an opinion on codes of conduct drawn up at community level. 2. if the working party finds that divergences likely to affect the equivalence of protection for persons with regard to the processing of personal data in the community are arising between the laws or practices of member states, it shall inform the commission accordingly. 3. the working party may, on its own initiative, make recommendations on all matters relating to the protection of persons with regard to the processing of personal data in the community. 4. the working party s opinions and recommendations shall be forwarded to the commission and to the committee referred to in article 31. 5. the commission shall inform the working party of the action it has taken in response to its opinions and recommendations. it shall do so in a report which shall also be forwarded to the european parliament and the council. the report shall be made public. 6. the working party shall draw up an annual report on the situation regarding the protection of natural persons with regard to the processing of personal data in the community and in third countries, which it shall transmit to the commission, the european parliament and the council. the report shall be made public."
31,"1. the commission shall be assisted by a committee composed of the representatives of the member states and chaired by the representative of the commission. 2. the representative of the commission shall submit to the committee a draft of the measures to be taken. the committee shall deliver its opinion on the draft within a time limit which the chairman may lay down according to the urgency of the matter. the opinion shall be delivered by the majority laid down in article 148 2 of the treaty. the votes of the representatives of the member states within the committee shall be weighted in the manner set out in that article. the chairman shall not vote. the commission shall adopt measures which shall apply immediately. however, if these measures are not in accordance with the opinion of the committee, they shall be communicated by the commission to the council forthwith. it that event - the commission shall defer application of the measures which it has decided for a period of three months from the date of communication, - the council, acting by a qualified majority, may take a different decision within the time limit referred to in the first indent."
32,"1. member states shall bring into force the laws, regulations and administrative provisions necessary to comply with this directive at the latest at the end of a period of three years from the date of its adoption. when member states adopt these measures, they shall contain a reference to this directive or be accompanied by such reference on the occasion of their official publication. the methods of making such reference shall be laid down by the member states. 2. member states shall ensure that processing already under way on the date the national provisions adopted pursuant to this directive enter into force, is brought into conformity with these provisions within three years of this date. by way of derogation from the preceding subparagraph, member states may provide that the processing of data already held in manual filing systems on the date of entry into force of the national provisions adopted in implementation of this directive shall be brought into conformity with articles 6, 7 and 8 of this directive within 12 years of the date on which it is adopted. member states shall, however, grant the data subject the right to obtain, at his request and in particular at the time of exercising his right of access, the rectification, erasure or blocking of data which are incomplete, inaccurate or stored in a way incompatible with the legitimate purposes pursued by the controller. 3. by way of derogation from paragraph 2, member states may provide, subject to suitable safeguards, that data kept for the sole purpose of historical research need not be brought into conformity with articles 6, 7 and 8 of this directive. 4. member states shall communicate to the commission the text of the provisions of domestic law which they adopt in the field covered by this directive."
33,"the commission shall report to the council and the european parliament at regular intervals, starting not later than three years after the date referred to in article 32 1 , on the implementation of this directive, attaching to its report, if necessary, suitable proposals for amendments. the report shall be made public. the commission shall examine, in particular, the application of this directive to the data processing of sound and image data relating to natural persons and shall submit any appropriate proposals which prove to be necessary, taking account of developments in information technology and in the light of the state of progress in the information society."
